,sctg2,rmse,iter_count,top_rop,top_attr,top_orig,top_dest,threshold
781,38,14253.812707529542,10,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
782,38,14253.812707529542,11,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
783,38,14253.812707529542,12,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
784,38,14253.812707529542,13,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
785,38,14253.812707529542,14,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
786,38,14253.812707529542,15,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
787,38,14253.812707529542,16,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
788,38,14253.812707529542,17,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
789,38,14253.812707529542,18,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
790,38,14253.812707529542,19,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
791,38,14253.812707529542,20,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
792,38,14253.812707529542,21,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
793,38,14253.812707529542,22,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
794,38,14253.812707529542,23,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
795,38,14253.812707529542,24,"[121170217072.0, 121170221011.0, 121270809012.0, 121270821005.0, 121270903041.0, 120950163021.0, 121170222011.0, 120950165081.0, 121270801002.0, 121170208063.0]","[120950169072.0, 121170217072.0, 121270809012.0, 120950145031.0, 121270808031.0, 121170221011.0, 121170222073.0, 121270903041.0, 120950140003.0, 121270904004.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
796,39,9453.934069741297,1,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
797,39,9453.934069741297,2,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
798,39,9453.934069741297,3,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
799,39,9453.934069741297,4,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
800,39,9453.934069741297,5,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
801,39,9453.934069741297,6,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
802,39,9453.934069741297,7,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
803,39,9453.934069741297,8,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
804,39,9453.934069741297,9,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
805,39,9453.934069741297,10,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
806,39,9453.934069741297,11,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
807,39,9453.934069741297,12,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
808,39,9453.934069741297,13,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
809,39,9453.934069741297,14,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
810,39,9453.934069741297,15,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
811,39,9453.934069741297,16,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
812,39,9453.934069741297,17,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
813,39,9453.934069741297,18,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
814,39,9453.934069741297,19,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
815,39,9453.934069741297,20,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
816,39,9453.934069741297,21,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
817,39,9453.934069741297,22,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
818,39,9453.934069741297,23,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
819,39,9453.934069741297,24,"[120310144061.0, 120860016021.0, 120990070021.0, 120860090102.0, 120110104021.0, 120950169072.0, 120860099042.0, 121050117321.0, 120110410001.0, 120110804022.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120950170172.0, 120990070021.0, 120110406012.0, 120990076073.0, 120860067111.0, 120010022173.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
820,40,23484.706164168627,1,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
821,40,23484.706164168627,2,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
822,40,23484.706164168627,3,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
823,40,23484.706164168627,4,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
824,40,23484.706164168627,5,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
825,40,23484.706164168627,6,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
826,40,23484.706164168627,7,"[120310144061.0, 121050117321.0, 120210102052.0, 121050115012.0, 120950169072.0, 120710011011.0, 120010019022.0, 120910220022.0, 120010022173.0, 120710014014.0]","[120310144061.0, 121170219011.0, 120950169031.0, 120090647005.0, 120010012032.0, 120010019022.0, 120210102052.0, 120010022173.0, 120710401181.0, 120710104073.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
